cam,x_new,y_new,date,time,effort,year,new_name,new_name2
K7,-1875739.423447698,634429.2378008841,2018-07-01,14:36:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K7,-1875739.423447698,634429.2378008841,2018-07-01,19:06:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
G7,-1884006.846809933,638999.3152451745,2018-07-01,08:12:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I8,-1882255.4160003357,633528.8728825387,2018-07-01,06:40:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,11:08:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
C9,-1896888.6567229314,639093.6407205765,2018-07-01,08:27:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E7,-1888580.1642702243,641555.7355434144,2018-07-01,09:53:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I7,-1880905.7741071759,636217.6977958153,2018-07-01,20:55:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,11:09:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,12:45:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,09:55:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
C9,-1896888.6567229314,639093.6407205765,2018-07-01,03:17:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,09:54:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,11:07:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,23:17:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
G7,-1884006.846809933,638999.3152451745,2018-07-01,00:34:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I4,-1876050.1349080042,645426.7337633547,2018-07-01,08:42:00,60,2018,Odocoileus hemionus,Odocoileus hemionus
K4,-1871738.779842887,642413.4576262542,2018-07-01,04:17:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
G7,-1884006.846809933,638999.3152451745,2018-07-01,00:35:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.7777810004,638798.9033110474,2018-07-01,07:40:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.7777810004,638798.9033110474,2018-07-01,20:04:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.3709422285,645060.1600689597,2018-07-01,07:28:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.3709422285,645060.1600689597,2018-07-01,09:04:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.3709422285,645060.1600689597,2018-07-01,14:02:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,10:10:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
C9,-1896888.6567229314,639093.6407205765,2018-07-01,03:18:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I7,-1880905.7741071759,636217.6977958153,2018-07-01,20:54:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,10:01:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,00:29:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I7,-1880905.7741071759,636217.6977958153,2018-07-01,20:51:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J5,-1875159.5585964972,642408.1997642863,2018-07-01,20:51:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,23:18:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,09:53:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K8,-1877709.628798668,632099.9749511277,2018-07-01,09:01:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I4,-1876050.1349080042,645426.7337633547,2018-07-01,14:49:00,60,2018,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.3709422285,645060.1600689597,2018-07-01,14:03:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K4,-1871738.779842887,642413.4576262542,2018-07-01,04:18:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,12:43:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J5,-1875159.5585964972,642408.1997642863,2018-07-01,10:54:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,11:10:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F6,-1885529.9926724087,645388.7828229454,2018-07-01,09:26:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,10:03:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E6,-1888275.3463901759,644761.3461130343,2018-07-01,22:14:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,09:50:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,09:51:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,10:06:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,10:11:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.3709422285,645060.1600689597,2018-07-01,10:55:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
H10,-1886142.3693832452,631694.058865531,2018-07-01,08:38:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F8,-1888851.6045534015,638355.2956252526,2018-07-01,05:59:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
E7,-1888580.1642702243,641555.7355434144,2018-07-01,07:32:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
L8,-1874783.5080563782,631765.9352517298,2018-07-01,05:58:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F7,-1886173.3287685988,642418.3807471065,2018-07-01,08:44:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K5,-1872647.1620192383,639616.7017645413,2018-07-01,09:49:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
F7,-1886173.3287685988,642418.3807471065,2018-07-01,08:45:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J4,-1873782.8306169081,645136.7257825921,2018-07-01,08:57:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K6,-1874026.4865417993,636563.6014167812,2018-07-01,10:29:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,09:39:00,92,2018,Mountain biker,Mountain biker
B6,-1894767.1948375348,649227.4085230702,2018-07-01,16:55:00,92,2018,Mountain biker,Mountain biker
B6,-1894767.1948375348,649227.4085230702,2018-07-01,14:57:00,92,2018,Mountain biker,Mountain biker
C6,-1892782.5116461962,646476.883880767,2018-07-01,14:12:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,13:37:00,92,2018,Mountain biker,Mountain biker
H8,-1883304.9006349796,636786.9784762862,2018-07-01,16:39:00,92,2018,Mountain biker,Mountain biker
B6,-1894767.1948375348,649227.4085230702,2018-07-01,12:34:00,92,2018,Mountain biker,Mountain biker
C6,-1892782.5116461962,646476.883880767,2018-07-01,18:01:00,92,2018,Mountain biker,Mountain biker
H7,-1882114.8575105234,639471.5309270642,2018-07-01,08:57:00,82,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,08:58:00,92,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,08:59:00,92,2018,Mountain biker,Mountain biker
I10,-1884265.0367646962,629143.7133626777,2018-07-01,20:37:00,92,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,08:56:00,92,2018,Mountain biker,Mountain biker
F6,-1885529.9926724087,645388.7828229454,2018-07-01,07:56:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:36:00,92,2018,Mountain biker,Mountain biker
B6,-1894767.1948375348,649227.4085230702,2018-07-01,13:30:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,13:26:00,77,2018,Mountain biker,Mountain biker
C6,-1892782.5116461962,646476.883880767,2018-07-01,18:03:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,16:08:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.4160003357,633528.8728825387,2018-07-01,12:00:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,18:24:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,11:53:00,92,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,08:57:00,92,2018,Mountain biker,Mountain biker
K7,-1875739.423447698,634429.2378008841,2018-07-01,13:01:00,92,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,17:54:00,92,2018,Mountain biker,Mountain biker
H7,-1882114.8575105234,639471.5309270642,2018-07-01,09:07:00,82,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:20:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.4160003357,633528.8728825387,2018-07-01,20:50:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:22:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,09:48:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,18:25:00,92,2018,Mountain biker,Mountain biker
J4,-1873782.8306169081,645136.7257825921,2018-07-01,19:57:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:54:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,15:17:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,07:51:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,13:38:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,16:49:00,92,2018,Mountain biker,Mountain biker
E7,-1888580.1642702243,641555.7355434144,2018-07-01,12:33:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,10:43:00,92,2018,Mountain biker,Mountain biker
F6,-1885529.9926724087,645388.7828229454,2018-07-01,07:55:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,16:07:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,16:06:00,92,2018,Mountain biker,Mountain biker
C6,-1892782.5116461962,646476.883880767,2018-07-01,18:02:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,16:12:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,12:19:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:21:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.4160003357,633528.8728825387,2018-07-01,18:50:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:13:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,10:30:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,18:04:00,77,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,09:49:00,92,2018,Mountain biker,Mountain biker
E5,-1886794.1734152203,645844.4901917832,2018-07-01,09:39:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,18:36:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,15:20:00,92,2018,Mountain biker,Mountain biker
H8,-1883304.9006349796,636786.9784762862,2018-07-01,19:38:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,14:37:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,17:57:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,13:51:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:24:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,13:29:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,11:54:00,92,2018,Mountain biker,Mountain biker
H8,-1883304.9006349796,636786.9784762862,2018-07-01,17:41:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:19:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,13:07:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,07:12:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,11:01:00,77,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,16:48:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:12:00,92,2018,Mountain biker,Mountain biker
B6,-1894767.1948375348,649227.4085230702,2018-07-01,12:33:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,15:03:00,92,2018,Mountain biker,Mountain biker
K8,-1877709.628798668,632099.9749511277,2018-07-01,14:12:00,92,2018,Mountain biker,Mountain biker
H7,-1882114.8575105234,639471.5309270642,2018-07-01,09:06:00,82,2018,Mountain biker,Mountain biker
G7,-1884006.846809933,638999.3152451745,2018-07-01,19:05:00,92,2018,Mountain biker,Mountain biker
H7,-1882114.8575105234,639471.5309270642,2018-07-01,08:54:00,82,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,13:47:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:57:00,92,2018,Mountain biker,Mountain biker
H8,-1883304.9006349796,636786.9784762862,2018-07-01,17:42:00,92,2018,Mountain biker,Mountain biker
B6,-1894767.1948375348,649227.4085230702,2018-07-01,17:00:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:28:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,14:59:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:23:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,17:19:00,92,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,14:58:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,18:26:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.6045534015,638355.2956252526,2018-07-01,12:55:00,92,2018,Mountain biker,Mountain biker
I4,-1876050.1349080042,645426.7337633547,2018-07-01,08:23:00,60,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,18:27:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:35:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.4160003357,633528.8728825387,2018-07-01,18:51:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,14:38:00,92,2018,Mountain biker,Mountain biker
H8,-1883304.9006349796,636786.9784762862,2018-07-01,17:43:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,13:36:00,92,2018,Mountain biker,Mountain biker
K8,-1877709.628798668,632099.9749511277,2018-07-01,14:20:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.4160003357,633528.8728825387,2018-07-01,20:55:00,92,2018,Mountain biker,Mountain biker
I11,-1885962.2233570162,626594.5185053664,2018-07-01,18:20:00,92,2018,Mountain biker,Mountain biker
H7,-1882114.8575105234,639471.5309270642,2018-07-01,13:20:00,82,2018,Mountain biker,Mountain biker
G7,-1884006.846809933,638999.3152451745,2018-07-01,16:07:00,92,2018,Mountain biker,Mountain biker
H8,-1883304.9006349796,636786.9784762862,2018-07-01,10:24:00,92,2018,Mountain biker,Mountain biker
K6,-1874026.4865417993,636563.6014167812,2018-07-01,19:39:00,92,2018,Mountain biker,Mountain biker
J9,-1880270.5356607728,631791.3151625049,2018-07-01,15:49:00,92,2018,Mountain biker,Mountain biker
J4,-1873782.8306169081,645136.7257825921,2018-07-01,07:58:00,92,2018,Mountain biker,Mountain biker
K8,-1877709.628798668,632099.9749511277,2018-07-01,09:35:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,18:05:00,77,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,18:26:00,77,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,18:11:00,77,2018,Mountain biker,Mountain biker
G6,-1884460.7982157522,642059.625344387,2018-07-01,14:35:00,92,2018,Mountain biker,Mountain biker
F6,-1885529.9926724087,645388.7828229454,2018-07-01,07:54:00,92,2018,Mountain biker,Mountain biker
J9,-1880270.5356607728,631791.3151625049,2018-07-01,17:06:00,92,2018,Mountain biker,Mountain biker
E5,-1886794.1734152203,645844.4901917832,2018-07-01,09:38:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,13:14:00,92,2018,Mountain biker,Mountain biker
J9,-1880270.5356607728,631791.3151625049,2018-07-01,12:07:00,92,2018,Mountain biker,Mountain biker
C6,-1892782.5116461962,646476.883880767,2018-07-01,15:41:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.4160003357,633528.8728825387,2018-07-01,14:24:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,18:38:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,18:46:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,16:46:00,92,2018,Mountain biker,Mountain biker
I6,-1879235.8873243588,639314.0899803583,2018-07-01,11:29:00,92,2018,Mountain biker,Mountain biker
C6,-1892782.5116461962,646476.883880767,2018-07-01,15:40:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,18:39:00,92,2018,Mountain biker,Mountain biker
K7,-1875739.423447698,634429.2378008841,2018-07-01,13:00:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,11:02:00,92,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,14:40:00,92,2018,Mountain biker,Mountain biker
J9,-1880270.5356607728,631791.3151625049,2018-07-01,12:08:00,92,2018,Mountain biker,Mountain biker
D7,-1890238.6968119761,644822.9866309385,2018-07-01,16:11:00,92,2018,Mountain biker,Mountain biker
H7,-1882114.8575105234,639471.5309270642,2018-07-01,13:19:00,82,2018,Mountain biker,Mountain biker
F7,-1886173.3287685988,642418.3807471065,2018-07-01,15:18:00,92,2018,Mountain biker,Mountain biker
F6,-1885529.9926724087,645388.7828229454,2018-07-01,18:56:00,92,2018,Mountain biker,Mountain biker
E5,-1886794.1734152203,645844.4901917832,2018-07-01,11:06:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,18:12:00,77,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,18:29:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.2820611706,633876.6078679156,2018-07-01,18:28:00,77,2018,Mountain biker,Mountain biker
I7,-1880905.7741071759,636217.6977958153,2018-07-01,13:08:00,92,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,17:55:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,14:08:00,92,2018,Mountain biker,Mountain biker
K8,-1877709.628798668,632099.9749511277,2018-07-01,16:10:00,92,2018,Mountain biker,Mountain biker
E4,-1885393.6157591105,648636.1642388859,2018-07-01,08:55:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.3693832452,631694.058865531,2018-07-01,18:30:00,92,2018,Mountain biker,Mountain biker
K6,-1874026.4865417993,636563.6014167812,2018-07-01,14:25:00,92,2018,Motor bike,Motor bike
K7,-1875739.423447698,634429.2378008841,2018-07-01,11:54:00,92,2018,Motor bike,Motor bike
I10,-1884265.0367646962,629143.7133626777,2018-07-01,12:51:00,92,2018,Motor bike,Motor bike
H10,-1886142.3693832452,631694.058865531,2018-07-01,16:27:00,92,2018,Motor bike,Motor bike
H10,-1886142.3693832452,631694.058865531,2018-07-01,15:21:00,92,2018,Motor bike,Motor bike
K8,-1877709.628798668,632099.9749511277,2018-07-01,16:37:00,92,2018,Motor bike,Motor bike
K8,-1877709.628798668,632099.9749511277,2018-07-01,16:38:00,92,2018,Motor bike,Motor bike
K6,-1874026.4865417993,636563.6014167812,2018-07-01,13:37:00,92,2018,Motor bike,Motor bike
K6,-1874026.4865417993,636563.6014167812,2018-07-01,13:03:00,92,2018,Motor bike,Motor bike
I10,-1884265.0367646962,629143.7133626777,2018-07-01,15:54:00,92,2018,Motor bike,Motor bike
K8,-1877709.628798668,632099.9749511277,2018-07-01,16:32:00,92,2018,Motor bike,Motor bike
G7,-1884006.846809933,638999.3152451745,2018-07-01,15:42:00,92,2018,Martes americana,Martes americana
L8,-1874783.5080563782,631765.9352517298,2018-07-01,01:55:00,92,2018,Martes americana,Martes americana
G3,-1879874.6094407914,648965.6000886054,2018-07-01,07:05:00,92,2018,Lynx canadensis,Lynx canadensis
H4,-1878684.7267273453,647702.3284338174,2018-07-01,18:54:00,92,2018,Lynx canadensis,Lynx canadensis
H10,-1886142.3693832452,631694.058865531,2018-07-01,11:44:00,92,2018,Equus caballus,Equus caballus
E6,-1888275.3463901759,644761.3461130343,2018-07-01,12:35:00,92,2018,Equus caballus,Equus caballus
C6,-1892782.5116461962,646476.883880767,2018-07-01,14:57:00,92,2018,Equus caballus,Equus caballus
D7,-1890238.6968119761,644822.9866309385,2018-07-01,16:29:00,92,2018,Equus caballus,Equus caballus
G9,-1888376.2820611706,633876.6078679156,2018-07-01,13:11:00,77,2018,Equus caballus,Equus caballus
D7,-1890238.6968119761,644822.9866309385,2018-07-01,11:54:00,92,2018,Equus caballus,Equus caballus
C6,-1892782.5116461962,646476.883880767,2018-07-01,11:08:00,92,2018,Equus caballus,Equus caballus
H8,-1883304.9006349796,636786.9784762862,2018-07-01,10:21:00,92,2018,Equus caballus,Equus caballus
C6,-1892782.5116461962,646476.883880767,2018-07-01,12:54:00,92,2018,Equus caballus,Equus caballus
E7,-1888580.1642702243,641555.7355434144,2018-07-01,15:20:00,92,2018,Equus caballus,Equus caballus
F8,-1888851.6045534015,638355.2956252526,2018-07-01,14:15:00,92,2018,Equus caballus,Equus caballus
C6,-1892782.5116461962,646476.883880767,2018-07-01,14:58:00,92,2018,Equus caballus,Equus caballus
D7,-1890238.6968119761,644822.9866309385,2018-07-01,15:44:00,92,2018,Equus caballus,Equus caballus
C6,-1892782.5116461962,646476.883880767,2018-07-01,11:09:00,92,2018,Equus caballus,Equus caballus
G9,-1888376.2820611706,633876.6078679156,2018-07-01,14:06:00,77,2018,Equus caballus,Equus caballus
D7,-1890238.6968119761,644822.9866309385,2018-07-01,11:49:00,92,2018,Equus caballus,Equus caballus
