cam,x_new,y_new,date,time,effort,year,new_name,new_name2
F8,-1888851.605,638355.2956,9/2/2018,18:46:00,92,2018,Canis familiaris,Canis spp
F7,-1886173.329,642418.3807,9/17/2018,18:46:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K5,-1872647.162,639616.7018,7/5/2019,18:46:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
I3,-1875013.96,647529.4259,7/10/2019,18:46:00,66,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K8,-1877717.09,632103.4584,7/18/2019,18:46:00,74,2019,Mountain biker,Mountain biker
H8,-1883304.901,636786.9785,7/25/2019,18:46:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
J9,-1880270.536,631791.3152,8/17/2019,18:46:00,24,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K8,-1877717.09,632103.4584,8/26/2019,18:46:00,74,2019,Mountain biker,Mountain biker
E8,-1890218.778,638798.9033,8/27/2019,18:46:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
D7,-1890238.697,644822.9866,8/29/2019,18:46:00,80,2019,Lynx canadensis,Lynx canadensis
L6,-1872091.458,637421.9161,8/30/2019,18:46:00,72,2019,Bos taurus,Bos taurus
K9,-1878172.783,629671.5583,8/31/2019,18:46:00,72,2019,car truck,car truck
H8,-1883304.901,636786.9785,9/7/2019,18:46:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
F7,-1886173.329,642418.3807,9/16/2019,18:46:00,79,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
H4,-1878684.727,647702.3284,7/1/2018,18:45:00,92,2018,Hiker hiker,Hiker hiker
H9,-1884373.854,634109.9213,7/4/2018,18:45:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K7,-1875739.423,634429.2378,7/14/2018,18:45:00,92,2018,Hiker hiker,Hiker hiker
J4,-1873782.831,645136.7258,7/29/2018,18:45:00,92,2018,Hiker hiker,Hiker hiker
G6,-1884460.798,642059.6253,8/17/2018,18:45:00,92,2018,Tamias amoenus,Tamias amoenus
F9,-1889399.555,636635.0375,8/25/2018,18:45:00,85,2018,Car truck,Car truck
F8,-1888851.605,638355.2956,9/2/2018,18:45:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.605,638355.2956,9/2/2018,18:45:00,92,2018,Canis familiaris,Canis spp
K5,-1872647.162,639616.7018,7/5/2019,18:45:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
D9,-1893782.414,639367.225,7/11/2019,18:45:00,74,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
B6,-1894767.195,649227.4085,7/15/2019,18:45:00,80,2019,Hiker hiker,Hiker hiker
G9,-1888376.282,633876.6079,7/20/2019,18:45:00,74,2019,Mountain biker,Mountain biker
H10,-1886137.733,631694.5691,7/22/2019,18:45:00,92,2019,Motorbike motorbike,Motorbike motorbike
E8,-1890218.778,638798.9033,7/26/2019,18:45:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K7,-1875739.423,634429.2378,7/28/2019,18:45:00,75,2019,Mountain biker,Mountain biker
D7,-1890238.697,644822.9866,8/2/2019,18:45:00,80,2019,Lepus americanus,Lepus americanus
D7,-1890238.697,644822.9866,8/17/2019,18:45:00,80,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I10,-1884265.037,629143.7134,8/18/2019,18:45:00,74,2019,car truck,car truck
K9,-1878172.783,629671.5583,8/21/2019,18:45:00,72,2019,car truck,car truck
K8,-1877717.09,632103.4584,8/26/2019,18:45:00,74,2019,Mountain biker,Mountain biker
H8,-1883304.901,636786.9785,9/7/2019,18:45:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
C9,-1896888.657,639093.6407,7/8/2018,18:44:00,92,2018,Car truck,Car truck
J4,-1873782.831,645136.7258,7/12/2018,18:44:00,92,2018,Canis lupus,Canis spp
D7,-1890238.697,644822.9866,7/15/2018,18:44:00,92,2018,Mountain biker,Mountain biker
G7,-1884006.847,638999.3152,7/26/2018,18:44:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I8,-1882255.416,633528.8729,8/4/2018,18:44:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.282,633876.6079,8/4/2018,18:44:00,77,2018,Mountain biker,Mountain biker
I8,-1882255.416,633528.8729,8/10/2018,18:44:00,92,2018,Ursus americanus,Ursus americanus
J10a,-1881829.28,630414.9748,8/19/2018,18:44:00,92,2018,Equus caballus,Equus caballus
K5,-1872647.162,639616.7018,7/5/2019,18:44:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
F9,-1889399.555,636635.0375,7/6/2019,18:44:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
K8,-1877717.09,632103.4584,7/18/2019,18:44:00,74,2019,Mountain biker,Mountain biker
I11,-1885962.223,626594.5185,7/26/2019,18:44:00,74,2019,Motorbike motorbike,Motorbike motorbike
I11,-1885962.223,626594.5185,7/26/2019,18:44:00,74,2019,Quad quad,Quad quad
I10,-1884265.037,629143.7134,7/29/2019,18:44:00,74,2019,Quad quad,Quad quad
F8,-1888851.605,638355.2956,8/3/2019,18:44:00,81,2019,Odocoileus hemionus,Odocoileus hemionus
K6,-1874026.487,636563.6014,8/4/2019,18:44:00,81,2019,car truck,car truck
F6,-1885529.993,645388.7828,8/13/2019,18:44:00,74,2019,Mountain biker,Mountain biker
L6,-1872091.458,637421.9161,8/28/2019,18:44:00,72,2019,Bos taurus,Bos taurus
I8,-1882255.416,633528.8729,9/2/2019,18:44:00,81,2019,Hiker hiker,Hiker hiker
F7,-1886173.329,642418.3807,9/6/2019,18:44:00,79,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
D5,-1887543.935,650116.4388,9/10/2019,18:44:00,78,2019,Alces alces,Alces alces
I10,-1884265.037,629143.7134,7/7/2018,18:43:00,92,2018,Unidentified vehicle,Unidentified vehicle
I11,-1885962.223,626594.5185,7/21/2018,18:43:00,92,2018,Motor bike,Motor bike
K9,-1878172.783,629671.5583,7/27/2018,18:43:00,92,2018,Quad side_by_side,Quad side_by_side
K9,-1878172.783,629671.5583,7/27/2018,18:43:00,92,2018,Motor bike,Motor bike
I8,-1882255.416,633528.8729,8/4/2018,18:43:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.282,633876.6079,8/4/2018,18:43:00,77,2018,Mountain biker,Mountain biker
G4,-1881071.787,646909.9374,8/6/2018,18:43:00,92,2018,Lynx spp,Lynx spp
C6,-1892782.512,646476.8839,8/15/2018,18:43:00,92,2018,Mountain biker,Mountain biker
J10a,-1881829.28,630414.9748,8/19/2018,18:43:00,92,2018,Equus caballus,Equus caballus
H3,-1875835.423,650568.5849,8/21/2018,18:43:00,92,2018,Canis latrans,Canis spp
F9,-1889399.555,636635.0375,8/21/2018,18:43:00,85,2018,Car truck,Car truck
F7,-1886173.329,642418.3807,9/1/2018,18:43:00,92,2018,Mountain biker,Mountain biker
F7,-1886173.329,642418.3807,9/1/2018,18:43:00,92,2018,Canis familiaris,Canis spp
K6,-1874026.487,636563.6014,9/1/2018,18:43:00,92,2018,Car truck,Car truck
I3,-1875013.96,647529.4259,9/19/2018,18:43:00,92,2018,Canis lupus,Canis spp
I10,-1884265.037,629143.7134,7/3/2019,18:43:00,74,2019,Quad quad,Quad quad
G9,-1888376.282,633876.6079,7/6/2019,18:43:00,74,2019,Mountain biker,Mountain biker
I8,-1882255.416,633528.8729,7/20/2019,18:43:00,81,2019,Mountain biker,Mountain biker
L7,-1872993.216,634705.0133,7/31/2019,18:43:00,72,2019,Bos taurus,Bos taurus
K6,-1874026.487,636563.6014,8/4/2019,18:43:00,81,2019,car truck,car truck
J4,-1873782.831,645136.7258,8/9/2019,18:43:00,75,2019,Mountain biker,Mountain biker
K9,-1878172.783,629671.5583,8/9/2019,18:43:00,72,2019,car truck,car truck
K6,-1874026.487,636563.6014,8/10/2019,18:43:00,81,2019,car truck,car truck
D6,-1888940.981,646096.8555,8/16/2019,18:43:00,79,2019,Tamias amoenus,Tamias amoenus
K8,-1877717.09,632103.4584,8/22/2019,18:43:00,74,2019,Mountain biker,Mountain biker
I8,-1882255.416,633528.8729,9/2/2019,18:43:00,81,2019,Hiker hiker,Hiker hiker
D5,-1887543.935,650116.4388,9/10/2019,18:43:00,78,2019,Alces alces,Alces alces
I10,-1884265.037,629143.7134,7/7/2018,18:42:00,92,2018,Unidentified vehicle,Unidentified vehicle
I8,-1882255.416,633528.8729,8/1/2018,18:42:00,92,2018,Equus caballus,Equus caballus
H7,-1882114.858,639471.5309,8/11/2018,18:42:00,82,2018,Equus caballus,Equus caballus
I5,-1878258.239,642985.5725,8/17/2018,18:42:00,92,2018,Canis lupus,Canis spp
L7,-1872993.216,634705.0133,8/17/2018,18:42:00,92,2018,Bos taurus,Bos taurus
F9,-1889399.555,636635.0375,8/21/2018,18:42:00,85,2018,Car truck,Car truck
B6,-1894767.195,649227.4085,8/31/2018,18:42:00,92,2018,Equus caballus,Equus caballus
G7,-1884006.847,638999.3152,9/16/2018,18:42:00,92,2018,Weasel spp,Weasel spp
I3,-1875013.96,647529.4259,9/19/2018,18:42:00,92,2018,Canis lupus,Canis spp
G9,-1888376.282,633876.6079,7/6/2019,18:42:00,74,2019,Mountain biker,Mountain biker
F7,-1886173.329,642418.3807,7/14/2019,18:42:00,79,2019,Mountain biker,Mountain biker
J5,-1875159.559,642408.1998,7/22/2019,18:42:00,73,2019,Odocoileus hemionus,Odocoileus hemionus
F5,-1884137.001,646631.5284,7/28/2019,18:42:00,78,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K6,-1874026.487,636563.6014,8/4/2019,18:42:00,81,2019,car truck,car truck
F7,-1886173.329,642418.3807,8/12/2019,18:42:00,79,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
G9,-1888376.282,633876.6079,8/20/2019,18:42:00,74,2019,Mountain biker,Mountain biker
I8,-1882255.416,633528.8729,9/2/2019,18:42:00,81,2019,Hiker hiker,Hiker hiker
J8,-1878930.298,635002.3583,9/5/2019,18:42:00,83,2019,Hiker hiker,Hiker hiker
H7,-1882114.858,639471.5309,8/11/2018,18:41:00,82,2018,Equus caballus,Equus caballus
I5,-1878258.239,642985.5725,8/17/2018,18:41:00,92,2018,Canis lupus,Canis spp
L7,-1872993.216,634705.0133,8/17/2018,18:41:00,92,2018,Bos taurus,Bos taurus
G6,-1884460.798,642059.6253,8/22/2018,18:41:00,92,2018,Tamias amoenus,Tamias amoenus
G6,-1884460.798,642059.6253,8/25/2018,18:41:00,92,2018,Tamias amoenus,Tamias amoenus
G6,-1884460.798,642059.6253,9/7/2018,18:41:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K6,-1874026.487,636563.6014,9/15/2018,18:41:00,92,2018,Car truck,Car truck
I3,-1875013.96,647529.4259,9/19/2018,18:41:00,92,2018,Canis lupus,Canis spp
K7,-1875739.423,634429.2378,9/29/2018,18:41:00,92,2018,Mountain biker,Mountain biker
D6,-1888940.981,646096.8555,7/4/2019,18:41:00,79,2019,Ursus arctos,Ursus arctos
K9,-1878172.783,629671.5583,7/14/2019,18:41:00,72,2019,car truck,car truck
K6,-1874026.487,636563.6014,7/20/2019,18:41:00,81,2019,car truck,car truck
F6,-1885529.993,645388.7828,8/3/2019,18:41:00,74,2019,Mountain biker,Mountain biker
K6,-1874026.487,636563.6014,8/24/2019,18:41:00,81,2019,Hiker hiker,Hiker hiker
K6,-1874026.487,636563.6014,8/5/2018,18:40:00,92,2018,Car truck,Car truck
I10,-1884265.037,629143.7134,8/10/2018,18:40:00,92,2018,Unidentified vehicle,Unidentified vehicle
F6,-1885529.993,645388.7828,8/18/2018,18:40:00,92,2018,Hiker hiker,Hiker hiker
K8,-1877709.629,632099.975,8/19/2018,18:40:00,92,2018,Motor bike,Motor bike
I9,-1883305.274,631806.718,8/23/2018,18:40:00,64,2018,Ursus arctos,Ursus arctos
K6,-1874026.487,636563.6014,8/25/2018,18:40:00,92,2018,Bos taurus,Bos taurus
C9,-1896888.657,639093.6407,8/30/2018,18:40:00,92,2018,Car truck,Car truck
I10,-1884265.037,629143.7134,9/2/2018,18:40:00,92,2018,Car truck,Car truck
I3,-1875013.96,647529.4259,9/19/2018,18:40:00,92,2018,Canis lupus,Canis spp
J9,-1880270.536,631791.3152,7/2/2019,18:40:00,24,2019,Motorbike motorbike,Motorbike motorbike
I3,-1875013.96,647529.4259,7/20/2019,18:40:00,66,2019,Canis lupus,Canis spp
H10,-1886137.733,631694.5691,7/28/2019,18:40:00,92,2019,Mountain biker,Mountain biker
K8,-1877717.09,632103.4584,8/8/2019,18:40:00,74,2019,Mountain biker,Mountain biker
J8,-1878930.298,635002.3583,8/13/2019,18:40:00,83,2019,Mountain biker,Mountain biker
K3,-1870375.371,645060.1601,8/20/2019,18:40:00,72,2019,Odocoileus hemionus,Odocoileus hemionus
H9,-1884373.854,634109.9213,8/23/2019,18:40:00,78,2019,Odocoileus hemionus,Odocoileus hemionus
D7,-1890238.697,644822.9866,9/1/2019,18:40:00,80,2019,Mountain biker,Mountain biker
D7,-1890238.697,644822.9866,7/1/2018,18:39:00,92,2018,Mountain biker,Mountain biker
E8,-1890218.778,638798.9033,7/26/2018,18:39:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I9,-1883305.274,631806.718,7/30/2018,18:39:00,64,2018,Odocoileus hemionus,Odocoileus hemionus
J9,-1880270.536,631791.3152,8/11/2018,18:39:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
I9,-1883305.274,631806.718,8/23/2018,18:39:00,64,2018,Ursus arctos,Ursus arctos
K6,-1874026.487,636563.6014,8/25/2018,18:39:00,92,2018,Bos taurus,Bos taurus
K6,-1874026.487,636563.6014,9/15/2018,18:39:00,92,2018,Car truck,Car truck
I3,-1875013.96,647529.4259,9/19/2018,18:39:00,92,2018,Canis lupus,Canis spp
K4,-1871738.78,642413.4576,9/20/2018,18:39:00,92,2018,Hiker hiker,Hiker hiker
K6,-1874026.487,636563.6014,9/25/2018,18:39:00,92,2018,car truck,car truck
G6,-1884460.798,642059.6253,7/12/2019,18:39:00,79,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I4,-1876050.135,645426.7338,7/13/2019,18:39:00,76,2019,Mountain biker,Mountain biker
K6,-1874026.487,636563.6014,8/3/2019,18:39:00,81,2019,car truck,car truck
H7,-1882114.858,639471.5309,8/7/2019,18:39:00,81,2019,Equus caballus,Equus caballus
C6,-1892782.512,646476.8839,8/12/2019,18:39:00,68,2019,Equus caballus,Equus caballus
F7,-1886173.329,642418.3807,8/13/2019,18:39:00,79,2019,Hiker hiker,Hiker hiker
L6,-1872091.458,637421.9161,8/28/2019,18:39:00,72,2019,Bos taurus,Bos taurus
D7,-1890238.697,644822.9866,9/1/2019,18:39:00,80,2019,Mountain biker,Mountain biker
J4,-1873782.831,645136.7258,9/2/2019,18:39:00,75,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K6,-1874026.487,636563.6014,9/2/2019,18:39:00,81,2019,car truck,car truck
F8,-1888851.605,638355.2956,9/4/2019,18:39:00,81,2019,Hiker hiker,Hiker hiker
C6,-1892782.512,646476.8839,9/16/2019,18:39:00,68,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
D7,-1890238.697,644822.9866,7/1/2018,18:38:00,92,2018,Mountain biker,Mountain biker
I4,-1876050.135,645426.7338,7/4/2018,18:38:00,60,2018,Hiker hiker,Hiker hiker
I4,-1876050.135,645426.7338,7/4/2018,18:38:00,60,2018,Canis familiaris,Canis spp
H11,-1887633.167,628985.0788,7/6/2018,18:38:00,92,2018,Lynx spp,Lynx spp
I8,-1882255.416,633528.8729,7/21/2018,18:38:00,92,2018,Mountain biker,Mountain biker
K9,-1878172.783,629671.5583,9/28/2018,18:38:00,92,2018,car truck,car truck
K6,-1874026.487,636563.6014,9/29/2018,18:38:00,92,2018,car truck,car truck
C9,-1896888.657,639093.6407,7/8/2019,18:38:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
K6,-1874026.487,636563.6014,7/20/2019,18:38:00,81,2019,car truck,car truck
J10,-1881759.197,628882.6741,7/27/2019,18:38:00,71,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K6,-1874026.487,636563.6014,8/4/2019,18:38:00,81,2019,car truck,car truck
K7,-1875739.423,634429.2378,8/6/2019,18:38:00,75,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
F8,-1888851.605,638355.2956,8/11/2019,18:38:00,81,2019,Hiker hiker,Hiker hiker
C6,-1892782.512,646476.8839,8/12/2019,18:38:00,68,2019,Equus caballus,Equus caballus
D7,-1890238.697,644822.9866,8/13/2019,18:38:00,80,2019,Mountain biker,Mountain biker
J10,-1881759.197,628882.6741,8/24/2019,18:38:00,71,2019,Quad quad,Quad quad
F8,-1888851.605,638355.2956,8/25/2019,18:38:00,81,2019,Hiker hiker,Hiker hiker
H3,-1875835.423,650568.5849,8/25/2019,18:38:00,61,2019,Odocoileus hemionus,Odocoileus hemionus
K7,-1875739.423,634429.2378,8/26/2019,18:38:00,75,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K7,-1875739.423,634429.2378,8/27/2019,18:38:00,75,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I9,-1883305.274,631806.718,9/4/2019,18:38:00,78,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
E8,-1890218.778,638798.9033,9/9/2019,18:38:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
E6,-1888275.346,644761.3461,9/11/2019,18:38:00,68,2019,Mountain biker,Mountain biker
D6,-1888940.981,646096.8555,7/9/2018,18:37:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K3,-1870375.371,645060.1601,7/9/2018,18:37:00,92,2018,Ursus americanus,Ursus americanus
K9,-1878172.783,629671.5583,7/11/2018,18:37:00,92,2018,Motor bike,Motor bike
G6,-1884460.798,642059.6253,7/12/2018,18:37:00,92,2018,Tamias amoenus,Tamias amoenus
G6,-1884460.798,642059.6253,7/14/2018,18:37:00,92,2018,Mountain biker,Mountain biker
L8,-1874783.508,631765.9353,8/1/2018,18:37:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
K6,-1874026.487,636563.6014,8/1/2018,18:37:00,92,2018,Car truck,Car truck
G4,-1881071.787,646909.9374,8/6/2018,18:37:00,92,2018,Ursus americanus,Ursus americanus
F6,-1885529.993,645388.7828,8/18/2018,18:37:00,92,2018,Hiker hiker,Hiker hiker
K6,-1874026.487,636563.6014,9/1/2018,18:37:00,92,2018,Car truck,Car truck
F8,-1888851.605,638355.2956,9/2/2018,18:37:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.605,638355.2956,9/2/2018,18:37:00,92,2018,Canis familiaris,Canis spp
G6,-1884460.798,642059.6253,9/10/2018,18:37:00,92,2018,Tamias amoenus,Tamias amoenus
F7,-1886173.329,642418.3807,9/25/2018,18:37:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K6,-1874026.487,636563.6014,9/29/2018,18:37:00,92,2018,car truck,car truck
G9,-1888376.282,633876.6079,7/7/2019,18:37:00,74,2019,Hiker hiker,Hiker hiker
E8,-1890218.778,638798.9033,7/9/2019,18:37:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I10,-1884265.037,629143.7134,7/13/2019,18:37:00,74,2019,Quad quad,Quad quad
F7,-1886173.329,642418.3807,7/20/2019,18:37:00,79,2019,Odocoileus hemionus,Odocoileus hemionus
K8,-1877717.09,632103.4584,7/30/2019,18:37:00,74,2019,Mountain biker,Mountain biker
L7,-1872993.216,634705.0133,8/9/2019,18:37:00,72,2019,Bos taurus,Bos taurus
D7,-1890238.697,644822.9866,8/13/2019,18:37:00,80,2019,Mountain biker,Mountain biker
F7,-1886173.329,642418.3807,9/3/2019,18:37:00,79,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
E6,-1888275.346,644761.3461,9/11/2019,18:37:00,68,2019,Mountain biker,Mountain biker
H10,-1886142.369,631694.0589,7/1/2018,18:36:00,92,2018,Mountain biker,Mountain biker
K3,-1870375.371,645060.1601,7/9/2018,18:36:00,92,2018,Ursus americanus,Ursus americanus
K9,-1878172.783,629671.5583,7/11/2018,18:36:00,92,2018,Car truck,Car truck
G6,-1884460.798,642059.6253,7/14/2018,18:36:00,92,2018,Mountain biker,Mountain biker
G4,-1881071.787,646909.9374,8/5/2018,18:36:00,92,2018,Mountain biker,Mountain biker
G4,-1881071.787,646909.9374,8/6/2018,18:36:00,92,2018,Ursus americanus,Ursus americanus
F6,-1885529.993,645388.7828,8/18/2018,18:36:00,92,2018,Hiker hiker,Hiker hiker
J4,-1873782.831,645136.7258,8/19/2018,18:36:00,92,2018,Mountain biker,Mountain biker
K6,-1874026.487,636563.6014,9/1/2018,18:36:00,92,2018,Car truck,Car truck
E4,-1885393.616,648636.1642,9/2/2018,18:36:00,92,2018,Mountain biker,Mountain biker
H10,-1886142.369,631694.0589,9/6/2018,18:36:00,92,2018,Mountain biker,Mountain biker
K6,-1874026.487,636563.6014,9/15/2018,18:36:00,92,2018,Car truck,Car truck
K6,-1874026.487,636563.6014,9/25/2018,18:36:00,92,2018,car truck,car truck
K6,-1874026.487,636563.6014,9/29/2018,18:36:00,92,2018,car truck,car truck
I8,-1882255.416,633528.8729,7/5/2019,18:36:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
I10,-1884265.037,629143.7134,7/13/2019,18:36:00,74,2019,Quad quad,Quad quad
F7,-1886173.329,642418.3807,7/20/2019,18:36:00,79,2019,Odocoileus hemionus,Odocoileus hemionus
E8,-1890218.778,638798.9033,7/23/2019,18:36:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
D9,-1893782.414,639367.225,7/28/2019,18:36:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
K6,-1874026.487,636563.6014,7/28/2019,18:36:00,81,2019,Quad quad,Quad quad
G9,-1888376.282,633876.6079,8/4/2019,18:36:00,74,2019,Mountain biker,Mountain biker
E8,-1890218.778,638798.9033,8/11/2019,18:36:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K8,-1877717.09,632103.4584,8/15/2019,18:36:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
K3,-1870375.371,645060.1601,8/16/2019,18:36:00,72,2019,Lynx canadensis,Lynx canadensis
K6,-1874026.487,636563.6014,8/24/2019,18:36:00,81,2019,car truck,car truck
G7,-1884006.847,638999.3152,8/31/2019,18:36:00,72,2019,Mountain biker,Mountain biker
E6,-1888275.346,644761.3461,9/11/2019,18:36:00,68,2019,Mountain biker,Mountain biker
F5,-1884137.001,646631.5284,9/14/2019,18:36:00,78,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
G6,-1884460.798,642059.6253,7/10/2018,18:35:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
G6,-1884460.798,642059.6253,7/14/2018,18:35:00,92,2018,Mountain biker,Mountain biker
G9,-1888376.282,633876.6079,7/21/2018,18:35:00,77,2018,Hiker hiker,Hiker hiker
G4,-1881071.787,646909.9374,8/5/2018,18:35:00,92,2018,Mountain biker,Mountain biker
J9,-1880270.536,631791.3152,8/11/2018,18:35:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
J4,-1873782.831,645136.7258,8/19/2018,18:35:00,92,2018,Mountain biker,Mountain biker
I9,-1883305.274,631806.718,8/25/2018,18:35:00,64,2018,Equus caballus,Equus caballus
E5,-1886794.173,645844.4902,9/1/2018,18:35:00,92,2018,Hiker hiker,Hiker hiker
K6,-1874026.487,636563.6014,9/1/2018,18:35:00,92,2018,Car truck,Car truck
K3,-1870375.371,645060.1601,9/5/2018,18:35:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
F9,-1889399.555,636635.0375,9/12/2018,18:35:00,85,2018,Car truck,Car truck
K6,-1874026.487,636563.6014,9/15/2018,18:35:00,92,2018,Car truck,Car truck
G9,-1888376.282,633876.6079,7/2/2019,18:35:00,74,2019,Mountain biker,Mountain biker
D7,-1890238.697,644822.9866,7/21/2019,18:35:00,80,2019,Mountain biker,Mountain biker
D9,-1893782.414,639367.225,7/28/2019,18:35:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
F5,-1884137.001,646631.5284,8/15/2019,18:35:00,78,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K8,-1877717.09,632103.4584,8/15/2019,18:35:00,74,2019,Odocoileus hemionus,Odocoileus hemionus
L7,-1872993.216,634705.0133,8/18/2019,18:35:00,72,2019,Bos taurus,Bos taurus
K6,-1874026.487,636563.6014,8/24/2019,18:35:00,81,2019,Motorbike motorbike,Motorbike motorbike
L6,-1872091.458,637421.9161,8/25/2019,18:35:00,72,2019,Lepus americanus,Lepus americanus
H3,-1875835.423,650568.5849,8/29/2019,18:35:00,61,2019,Ursus americanus,Ursus americanus
K6,-1874026.487,636563.6014,8/31/2019,18:35:00,81,2019,car truck,car truck
K6,-1874026.487,636563.6014,9/2/2019,18:35:00,81,2019,car truck,car truck
D7,-1890238.697,644822.9866,7/12/2018,18:34:00,92,2018,Mountain biker,Mountain biker
K6,-1874026.487,636563.6014,7/19/2018,18:34:00,92,2018,Car truck,Car truck
I7,-1880905.774,636217.6978,7/26/2018,18:34:00,92,2018,Mountain biker,Mountain biker
I8,-1882255.416,633528.8729,7/27/2018,18:34:00,92,2018,Mountain biker,Mountain biker
H4,-1878684.727,647702.3284,8/3/2018,18:34:00,92,2018,Odocoileus hemionus,Odocoileus hemionus
G4,-1881071.787,646909.9374,8/5/2018,18:34:00,92,2018,Mountain biker,Mountain biker
F8,-1888851.605,638355.2956,8/9/2018,18:34:00,92,2018,Mountain biker,Mountain biker
J4,-1873782.831,645136.7258,8/19/2018,18:34:00,92,2018,Mountain biker,Mountain biker
E5,-1886794.173,645844.4902,9/1/2018,18:34:00,92,2018,Hiker hiker,Hiker hiker
I3,-1875013.96,647529.4259,9/1/2018,18:34:00,92,2018,Car truck,Car truck
G6,-1884460.798,642059.6253,9/3/2018,18:34:00,92,2018,Tamias amoenus,Tamias amoenus
G7,-1884006.847,638999.3152,9/11/2018,18:34:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
F7,-1886173.329,642418.3807,9/27/2018,18:34:00,92,2018,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
K9,-1878172.783,629671.5583,7/10/2019,18:34:00,72,2019,Motorbike motorbike,Motorbike motorbike
K6,-1874026.487,636563.6014,7/19/2019,18:34:00,81,2019,car truck,car truck
E6,-1888275.346,644761.3461,7/24/2019,18:34:00,68,2019,Ursus arctos,Ursus arctos
H10,-1886137.733,631694.5691,8/4/2019,18:34:00,92,2019,Mountain biker,Mountain biker
I10,-1884265.037,629143.7134,8/5/2019,18:34:00,74,2019,Motorized vehicle,Motorized vehicle
I10,-1884265.037,629143.7134,8/5/2019,18:34:00,74,2019,Quad quad,Quad quad
E8,-1890218.778,638798.9033,8/7/2019,18:34:00,81,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
E7,-1888580.164,641555.7355,8/11/2019,18:34:00,81,2019,Mountain biker,Mountain biker
K7,-1875739.423,634429.2378,8/13/2019,18:34:00,75,2019,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus
H10,-1886137.733,631694.5691,8/15/2019,18:34:00,92,2019,Mountain biker,Mountain biker
I11,-1885962.223,626594.5185,8/24/2019,18:34:00,74,2019,Motorbike motorbike,Motorbike motorbike
